,Unnamed: 0,dfo_centroid_y,dfo_main_cause,gfd_country_name,dfo_centroid_x,glide_index,slope_threshold,dfo_severity,threshold_b1b2,dfo_displaced,id,began,dfo_validation_type,composite_type,dfo_country,countries,dfo_other_country,dfo_dead,gfd_country_code,ended,threshold_type,threshold_b7,otsu_sample_res,flood_file,date,iso3
466,466,25.256217,Torrential Rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",89.086147,FL-2009-000123-BGD,5,1.0,0.7,700000,3495,2009-07-03,News,3Day,Bangladesh,"['China', 'India', 'Nepal', 'Bangladesh']",,20,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2009-07-06,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3495_From_20090703_to_20090706/DFO_3495_From_20090703_to_20090706.tif,733591,"['CHN', 'IND', 'NPL', 'BGD']"
467,467,17.764156,Heavy rain,"['THAILAND', 'LAOS', 'CAMBODIA', 'VIETNAM']",106.149356,FL-2006-000136-VNM,5,1.0,0.7,50000,2948,2006-08-12,News,3Day,Vietnam,"['Vietnam', 'Thailand', 'Laos', 'Cambodia']",,42,"['TH', 'LA', 'CB', 'VM']",2006-09-02,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2948_From_20060812_to_20060902/DFO_2948_From_20060812_to_20060902.tif,732535,"['VNM', 'THA', 'LAO', 'KHM']"
468,468,-41.421667,Torrential Rain,['AUSTRALIA'],147.327051,,5,2.0,0.7,500,3793,2011-03-22,News,3Day,Tasmania,['Australia'],,0,['AS'],2011-03-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3793_From_20110322_to_20110328/DFO_3793_From_20110322_to_20110328.tif,734218,['AUS']
469,469,31.458294,Heavy Rain,"['EGYPT', 'TURKEY', 'GREECE', 'CYPRUS', 'Dhekelia (UK)', 'Akrotiri (UK)', 'Gaza Strip', 'ISRAEL', 'WEST BANK', ""No Man's Land-ISRAEL/West Bank"", 'SYRIA', 'LEBANON']",34.461539,FL-2012-000037-PSE,5,1.0,0.7,1200,3906,2012-03-04,News,3Day,Gaza,"['Turkey', 'Egypt', 'Jordan', 'Syria', 'Israel', 'Cyprus', 'Lebanon']",,0,"['EG', 'TU', 'GR', 'CY', 'DX', 'AX', 'GZ', 'IS', 'WE', 'NM', 'SY', 'LE']",2012-03-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3906_From_20120304_to_20120307/DFO_3906_From_20120304_to_20120307.tif,734566,"['TUR', 'EGY', 'JOR', 'SYR', 'ISR', 'CYP', 'LBN']"
470,470,-7.54216,Heavy rain,['INDONESIA'],111.332593,FL-2007-000230-IDN,5,1.5,0.7,50000,3249,2007-12-25,News,3Day,Indonesia,['Indonesia'],,153,['ID'],2008-01-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3249_From_20071225_to_20080103/DFO_3249_From_20071225_to_20080103.tif,733035,['IDN']
471,471,35.214217,Heavy rain,['UNITED STATES'],-85.484459,,5,2.0,1.225,2000,2225,2003-05-06,News,3Day,USA,['United States'],,3,['US'],2003-05-14,otsu,871.02,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2225_From_20030506_to_20030514/DFO_2225_From_20030506_to_20030514.tif,731341,['USA']
472,472,21.940907,Heavy rain,"['BANGLADESH', 'INDIA']",87.934687,,5,1.0,0.7,3000000,2754,2005-10-21,News,3Day,India,"['India', 'Bangladesh']",,13,"['BG', 'IN']",2005-10-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2754_From_20051021_to_20051028/DFO_2754_From_20051021_to_20051028.tif,732240,"['IND', 'BGD']"
473,473,0.058024,Heavy Rain,"['CONGO (Kinshasa)', 'ETHIOPIA', 'SOMALIA', 'SOUTH SUDAN', 'KENYA', 'UGANDA', 'TANZANIA', 'BURUNDI', 'RWANDA']",36.51717,,5,1.0,0.7,400,4022,2013-01-13,News,3Day,Kenya,"['Sudan', 'Ethiopia', 'Kenya', 'Zaire', 'Somalia', 'Uganda', 'Tanzania', 'United Republic of', 'Burundi', 'Rwanda']",,20,"['CG', 'ET', 'SO', 'OD', 'KE', 'UG', 'TZ', 'BY', 'RW']",2013-01-17,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4022_From_20130113_to_20130117/DFO_4022_From_20130113_to_20130117.tif,734881,"['SDN', 'ETH', 'KEN', 'COD', 'SOM', 'UGA', 'TZA', 'BDI', 'RWA']"
474,474,41.457083,Heavy Rain,"['ITALY', 'CROATIA', 'ALBANIA', 'BOSNIA & HERZEGOVINA', 'MONTENEGRO', 'SERBIA', 'GREECE', 'MACEDONIA', 'KOSOVO', 'BULGARIA', 'EGYPT', 'TURKEY', 'CYPRUS', 'Dhekelia (UK)', 'Akrotiri (UK)', 'Gaza Strip', 'ISRAEL', 'WEST BANK', ""No Man's Land-ISRAEL/West Bank"", 'SYRIA', 'LEBANON', 'ROMANIA', 'UKRAINE', 'SLOVENIA', 'In dispute CROATIA/SLOVENIA']",26.597174,FL-2015-000009-ALB,5,1.5,0.7,500,4221,2015-02-01,News,3Day,Greece,"['Turkey', 'Italy', 'Egypt', 'Jordan', 'Syria', 'Romania', 'Greece', 'Israel', 'Bulgaria', 'Serbia', 'Croatia', 'Albania', 'Macedonia', 'Cyprus', 'Lebanon', 'Bosnia and Herzegovina', 'Slovenia']",Albania,3,"['IT', 'HR', 'AL', 'BK', 'MJ', 'RB', 'GR', 'MK', 'KV', 'BU', 'EG', 'TU', 'CY', 'DX', 'AX', 'GZ', 'IS', 'WE', 'NM', 'SY', 'LE', 'RO', 'UP', 'SI', 'UU']",2015-02-09,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4221_From_20150201_to_20150209/DFO_4221_From_20150201_to_20150209.tif,735630,"['TUR', 'ITA', 'EGY', 'JOR', 'SYR', 'ROU', 'GRC', 'ISR', 'BGR', 'SRB', 'HRV', 'ALB', 'MKD', 'CYP', 'LBN', 'BIH', 'SVN']"
475,475,-35.862785,Heavy rain,"['CHILE', 'ARGENTINA']",-72.131113,,5,1.0,0.7,8000,2042,2002-08-24,News,3Day,Chile,"['Chile', 'Argentina']",,2,"['CI', 'AR']",2002-08-29,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2042_From_20020824_to_20020829/DFO_2042_From_20020824_to_20020829.tif,731086,"['CHL', 'ARG']"
476,476,-3.649082,Heavy Rain,"['BRAZIL', 'VENEZUELA', 'GUYANA', 'COLOMBIA', 'ECUADOR', 'PERU', 'BOLIVIA']",-62.022799,,5,2.0,0.7,3000,3925,2012-05-01,News,3Day,Brazil,"['Brazil', 'Colombia', 'Ecuador', 'Peru', 'Venezuela', 'Guyana', 'Bolivia']",,0,"['BR', 'VE', 'GY', 'CO', 'EC', 'PE', 'BL']",2012-05-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3925_From_20120501_to_20120507/DFO_3925_From_20120501_to_20120507.tif,734624,"['BRA', 'COL', 'ECU', 'PER', 'VEN', 'GUY', 'BOL']"
477,477,-19.463714,Heavy Rain,['BRAZIL'],-43.489292,FL-2012-000003-BRA,5,1.0,0.951,14000,3890,2012-01-01,News,3Day,Brazil,['Brazil'],,8,['BR'],2012-01-09,otsu,679.65,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3890_From_20120101_to_20120109/DFO_3890_From_20120101_to_20120109.tif,734503,['BRA']
478,478,40.941743,Heavy rain,"['TURKEY', 'IRAN', 'AZERBAIJAN', 'ARMENIA', 'RUSSIA', 'GEORGIA']",47.192685,,5,1.0,0.7,0,2206,2003-04-16,News,3Day,Azerbaijan,"['Russia', 'Iran', 'Turkey', 'Azerbaijan', 'Georgia', 'Armenia']",,0,"['TU', 'IR', 'AJ', 'AM', 'RS', 'GG']",2003-06-04,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2206_From_20030416_to_20030604/DFO_2206_From_20030416_to_20030604.tif,731321,"['RUS', 'IRN', 'TUR', 'AZE', 'GEO', 'ARM']"
479,479,27.436259,Monsoonal rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",87.012599,,5,1.0,0.7,3000000,2690,2005-07-07,News,3Day,India,"['China', 'India', 'Myanmar (Burma)', 'Nepal', 'Bangladesh', 'Bhutan']",Bangladesh,40,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2005-07-27,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2690_From_20050707_to_20050727/DFO_2690_From_20050707_to_20050727.tif,732134,"['CHN', 'IND', 'MMR', 'NPL', 'BGD', 'BTN']"
480,480,11.204999,Heavy Rain,"['NIGERIA', 'CAMEROON', 'CENTRAL AFRICAN REPUBLIC', 'CHAD']",15.210001,,5,1.5,0.7,0,3741,2010-10-01,News,3Day,Chad,"['Chad', 'Nigeria', 'Central African Republic', 'Cameroon']",,0,"['NI', 'CM', 'CT', 'CD']",2010-11-05,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3741_From_20101001_to_20101105/DFO_3741_From_20101001_to_20101105.tif,734046,"['TCD', 'NGA', 'CAF', 'CMR']"
481,481,28.278193,Torrential Rain,"['SPAIN', 'PORTUGAL']",-16.532883,,5,1.0,0.7,0,4199,2014-10-19,News,3Day,Spain,"['Portugal', 'Spain']",,1,"['SP', 'PO']",2014-10-22,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4199_From_20141019_to_20141022/DFO_4199_From_20141019_to_20141022.tif,735525,"['PRT', 'ESP']"
482,482,30.908557,Heavy Rain,"['UNITED STATES', 'MEXICO']",-96.10583,,5,2.0,0.7,3500,4337,2016-03-08,News,3Day,USA,"['United States', 'Mexico']",,5,"['US', 'MX']",2016-03-25,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4337_From_20160308_to_20160325/DFO_4337_From_20160308_to_20160325.tif,736031,"['USA', 'MEX']"
483,483,4.134278,Heavy Rain,"['ETHIOPIA', 'SOMALIA', 'KENYA']",45.253771,,5,1.5,0.7,21000,4201,2014-10-24,News,3Day,Somalia,"['Ethiopia', 'Kenya', 'Somalia']",Ethiopia,0,"['ET', 'SO', 'KE']",2014-11-16,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4201_From_20141024_to_20141116/DFO_4201_From_20141024_to_20141116.tif,735530,"['ETH', 'KEN', 'SOM']"
484,484,-10.734049,Heavy rain,"['CONGO (Brazzaville)', 'CONGO (Kinshasa)', 'ZAMBIA', 'NAMIBIA', 'ANGOLA']",17.166651,,5,1.0,1.038,10000,2620,2005-01-27,News,3Day,Angola,"['Zaire', 'Angola', 'Zambia', 'Congo', 'Namibia']",,0,"['CF', 'CG', 'ZA', 'WA', 'AO']",2005-03-28,otsu,505.05,463.31,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2620_From_20050127_to_20050328/DFO_2620_From_20050127_to_20050328.tif,731973,"['COD', 'AGO', 'ZMB', 'COG', 'NAM']"
485,485,58.045386,Snowmelt,"['KAZAKHSTAN', 'RUSSIA']",67.244613,,5,1.0,0.7,6000,1910,2002-04-22,News,3Day,Russia,"['Russia', 'Kazakhstan']",,0,"['KZ', 'RS']",2002-05-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1910_From_20020422_to_20020507/DFO_1910_From_20020422_to_20020507.tif,730962,"['RUS', 'KAZ']"
486,486,-1.247285,Heavy rain,"['BRAZIL', 'COLOMBIA', 'ECUADOR', 'PANAMA', 'PERU', 'BOLIVIA', 'CHILE']",-79.65779,FL-2008-000018-ECU,5,2.0,0.7,265000,3263,2008-01-30,News,3Day,Ecuador,"['Brazil', 'Chile', 'Colombia', 'Ecuador', 'Peru', 'Panama']",,51,"['BR', 'CO', 'EC', 'PM', 'PE', 'BL', 'CI']",2008-05-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3263_From_20080130_to_20080501/DFO_3263_From_20080130_to_20080501.tif,733071,"['BRA', 'CHL', 'COL', 'ECU', 'PER', 'PAN']"
487,487,-1.20654,Snowmelt and Heavy Rain,['INDONESIA'],100.730585,FF-2009-000069-IDN,5,2.0,0.7,5000,3465,2009-03-24,News,3Day,Indonesia,['Indonesia'],,0,['ID'],2009-04-20,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3465_From_20090324_to_20090420/DFO_3465_From_20090324_to_20090420.tif,733490,['IDN']
488,488,49.773614,Heavy Rain,"['ITALY', 'CROATIA', 'SERBIA', 'UKRAINE', 'ROMANIA', 'BELARUS', 'POLAND', 'GERMANY', 'CZECH REPUBLIC', 'SLOVAKIA', 'HUNGARY', 'SLOVENIA', 'AUSTRIA', 'SWITZERLAND']",19.644003,"FF-2010-000094-CZE,",5,2.0,0.7,0,3648,2010-05-15,0,3Day,Czech Republic,"['Ukraine', 'Poland', 'Romania', 'Germany', 'Belarus', 'Serbia', 'Croatia', 'Slovakia', 'Hungary', 'Czech Republic', 'Austria', 'Switzerland']",,12,"['IT', 'HR', 'RB', 'UP', 'RO', 'BO', 'PL', 'GM', 'EZ', 'LO', 'HU', 'SI', 'AU', 'SZ']",2010-05-24,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3648_From_20100515_to_20100524/DFO_3648_From_20100515_to_20100524.tif,733907,"['UKR', 'POL', 'ROU', 'DEU', 'BLR', 'SRB', 'HRV', 'SVK', 'HUN', 'CZE', 'AUT', 'CHE']"
489,489,11.061775,Monsoonal rain,"['THAILAND', 'BURMA', 'LAOS', 'CAMBODIA', 'VIETNAM']",104.674574,FL-2006-000130-KHM,5,1.0,0.7,33000,2949,2006-08-10,News,3Day,Cambodia,"['Vietnam', 'Thailand', 'Laos', 'Cambodia']",Vietnam,68,"['TH', 'BM', 'LA', 'CB', 'VM']",2006-11-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2949_From_20060810_to_20061101/DFO_2949_From_20060810_to_20061101.tif,732533,"['VNM', 'THA', 'LAO', 'KHM']"
490,490,7.584802,Heavy seasonal rains,"['SUDAN', 'ETHIOPIA', 'SOUTH SUDAN', 'UGANDA']",33.314626,,5,1.5,0.7,18000,3367,2008-08-20,News,3Day,Ethiopia,"['Sudan', 'Ethiopia']",,3,"['SU', 'ET', 'OD', 'UG']",2008-08-28,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3367_From_20080820_to_20080828/DFO_3367_From_20080820_to_20080828.tif,733274,"['SDN', 'ETH']"
491,491,4.326207,Heavy rain,"['MALAYSIA', 'THAILAND', 'BURMA', 'SINGAPORE']",102.536205,,5,1.0,0.7,7000,2798,2006-02-10,News,3Day,Malaysia,"['Myanmar (Burma)', 'Malaysia', 'Thailand', 'Singapore']",Thailand,3,"['MY', 'TH', 'BM', 'SN']",2006-02-18,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2798_From_20060210_to_20060218/DFO_2798_From_20060210_to_20060218.tif,732352,"['MMR', 'MYS', 'THA', 'SGP']"
492,492,14.444999,Torrential Rain,"['MALAYSIA', 'THAILAND', 'BURMA', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM', 'SINGAPORE']",100.350001,,5,1.5,0.7,0,3723,2010-09-20,News,3Day,Thailand,"['China', 'Myanmar (Burma)', 'Vietnam', 'Malaysia', 'Thailand', 'Laos', 'Cambodia', 'Singapore']",,2,"['MY', 'TH', 'BM', 'CH', 'LA', 'CB', 'VM', 'SN']",2010-09-30,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3723_From_20100920_to_20100930/DFO_3723_From_20100920_to_20100930.tif,734035,"['CHN', 'MMR', 'VNM', 'MYS', 'THA', 'LAO', 'KHM', 'SGP']"
493,493,11.453236,Heavy rain,"['MALI', 'BURKINA FASO']",-4.386466,,5,1.0,0.7,2000,3145,2007-07-28,News,3Day,Burkina Faso,[''],,0,"['ML', 'UV']",2007-08-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3145_From_20070728_to_20070801/DFO_3145_From_20070728_to_20070801.tif,732885,['']
494,494,27.613121,Monsoonal Rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'NEPAL']",94.938714,FL-2017-000064-IND,5,1.0,0.7,113,4483,2017-06-02,News,3Day,India,"['China', 'India', 'Myanmar (Burma)', 'Bangladesh', 'Bhutan']",,6,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2017-07-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4483_From_20170602_to_20170703/DFO_4483_From_20170602_to_20170703.tif,736482,"['CHN', 'IND', 'MMR', 'BGD', 'BTN']"
495,495,26.589671,Monsoonal Rain,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'NEPAL']",92.181547,,5,1.5,0.7,11000,3856,2011-08-15,News,3Day,India,"['China', 'India', 'Bangladesh', 'Bhutan']",,7,"['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",2011-09-08,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3856_From_20110815_to_20110908/DFO_3856_From_20110815_to_20110908.tif,734364,"['CHN', 'IND', 'BGD', 'BTN']"
496,496,19.547861,Heavy rain,"['DOMINICAN REPUBLIC', 'HAITI', 'Navassa Island (US)']",-71.053795,,5,1.0,0.7,20000,3089,2007-05-30,News,3Day,Dominican Republic,"['Dominican Republic', 'Haiti']",,11,"['DR', 'HA', 'BQ']",2007-06-03,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3089_From_20070530_to_20070603/DFO_3089_From_20070530_to_20070603.tif,732826,"['DOM', 'HTI']"
497,497,21.055916,Monsoonal rain,"['BANGLADESH', 'INDIA']",84.798732,,5,2.0,0.977,2000000,1747,2001-07-08,News,3Day,India,"['India', 'Bangladesh']",,100,"['BG', 'IN']",2001-08-10,otsu,952.87,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1747_From_20010708_to_20010810/DFO_1747_From_20010708_to_20010810.tif,730674,"['IND', 'BGD']"
498,498,-41.406343,Heavy rain,['AUSTRALIA'],147.369055,,5,2.0,0.7,0,2424,2004-01-29,News,3Day,Australia,['Australia'],,0,['AS'],2004-02-05,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2424_From_20040129_to_20040205/DFO_2424_From_20040129_to_20040205.tif,731609,['AUS']
499,499,16.772387,Monsoonal rain,"['THAILAND', 'BURMA', 'CHINA', 'LAOS', 'CAMBODIA', 'VIETNAM']",103.52736,,5,2.0,0.7,400000,2039,2002-08-18,News,3Day,Thailand,"['China', 'Myanmar (Burma)', 'Vietnam', 'Thailand', 'Laos', 'Cambodia']",Cambodia,65,"['TH', 'BM', 'CH', 'LA', 'CB', 'VM']",2002-11-26,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2039_From_20020818_to_20021126/DFO_2039_From_20020818_to_20021126.tif,731080,"['CHN', 'MMR', 'VNM', 'THA', 'LAO', 'KHM']"
500,500,-17.236452,Heavy rain,"['TANZANIA', 'MOZAMBIQUE', 'MALAWI', 'ZAMBIA', 'ZIMBABWE']",37.168911,,5,2.0,0.818,50000,2773,2005-12-22,News,3Day,Malawi,"['Mozambique', 'Tanzania', 'United Republic of', 'Malawi', 'Zambia', 'Zimbabwe']",Mozambique,23,"['TZ', 'MZ', 'MI', 'ZA', 'ZI']",2006-02-07,otsu,616.0,463.31,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2773_From_20051222_to_20060207/DFO_2773_From_20051222_to_20060207.tif,732302,"['MOZ', 'TZA', 'MWI', 'ZMB', 'ZWE']"
501,501,6.891823,Heavy rain,"['BRAZIL', 'VENEZUELA', 'SURINAME', 'GUYANA']",-58.662739,FL-2006-000009-GUY,5,1.0,0.7,5000,2782,2006-01-08,News,3Day,Guyana,"['Brazil', 'Venezuela', 'Guyana', 'Suriname']",,20,"['BR', 'VE', 'NS', 'GY']",2006-02-14,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2782_From_20060108_to_20060214/DFO_2782_From_20060108_to_20060214.tif,732319,"['BRA', 'VEN', 'GUY', 'SUR']"
502,502,-9.282979,Torrential Rain,"['BRAZIL', 'COLOMBIA', 'ECUADOR', 'PERU', 'BOLIVIA', 'CHILE']",-76.457258,,5,1.5,0.7,2000,4017,2013-01-04,News,3Day,Peru,"['Brazil', 'Colombia', 'Ecuador', 'Peru']",,0,"['BR', 'CO', 'EC', 'PE', 'BL', 'CI']",2013-01-10,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4017_From_20130104_to_20130110/DFO_4017_From_20130104_to_20130110.tif,734872,"['BRA', 'COL', 'ECU', 'PER']"
503,503,-8.497488,Torrential Rain,['INDONESIA'],118.568754,,5,1.5,0.7,3000,4584,2018-03-05,FloodList,3Day,Indonesia,['Indonesia'],,0,['ID'],2018-03-06,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4584_From_20180305_to_20180306/DFO_4584_From_20180305_to_20180306.tif,736758,['IDN']
504,504,28.731898,Monsoonal rain,"['BANGLADESH', 'INDIA', 'CHINA', 'AFGHANISTAN', 'PAKISTAN', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",72.2101,,5,1.0,0.7,900000,2279,2003-07-15,News,3Day,Pakistan,"['China', 'India', 'Pakistan', 'Afghanistan', 'Nepal', 'Bangladesh']",India,285,"['BG', 'IN', 'CH', 'AF', 'PK', 'UU', 'NP']",2003-09-01,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2279_From_20030715_to_20030901/DFO_2279_From_20030715_to_20030901.tif,731411,"['CHN', 'IND', 'PAK', 'AFG', 'NPL', 'BGD']"
505,505,22.802656,Heavy rain,['Taiwan'],120.344936,,5,2.0,1.107,2700,2669,2005-06-11,News,3Day,Taiwan,['Taiwan'],,16,['TW'],2005-06-17,otsu,888.85,231.66,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_2669_From_20050611_to_20050617/DFO_2669_From_20050611_to_20050617.tif,732108,['TWN']
506,506,13.628836,Torrential Rain,['PHILIPPINES'],123.278367,,5,1.0,0.7,0,3914,2012-03-26,News,3Day,Philippines,['Philippines'],,4,['RP'],2012-03-30,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_3914_From_20120326_to_20120330/DFO_3914_From_20120326_to_20120330.tif,734588,['PHL']
507,507,22.339364,Tropical cyclone,"['MEXICO', 'GUATEMALA', 'CUBA', 'COSTA RICA', 'NICARAGUA', 'HONDURAS', 'Cayman Islands (UK)', 'BELIZE']",-80.201721,,5,1.0,0.7,27118340,1818,2001-10-26,News,3Day,Nicaragua,"['Mexico', 'Cuba', 'Guatemala', 'Nicaragua', 'Honduras', 'Belize']",,19,"['MX', 'GT', 'CU', 'CS', 'NU', 'HO', 'CJ', 'BH']",2001-11-15,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_1818_From_20011026_to_20011115/DFO_1818_From_20011026_to_20011115.tif,730784,"['MEX', 'CUB', 'GTM', 'NIC', 'HND', 'BLZ']"
508,508,-4.761681,Heavy Rain,"['CONGO (Kinshasa)', 'SOUTH SUDAN', 'KENYA', 'UGANDA', 'TANZANIA', 'BURUNDI', 'RWANDA']",35.504833,FL-2006-000011-TZA,5,1.0,0.7,400,4324,2016-01-14,News,3Day,Tanzania,"['Sudan', 'Kenya', 'Zaire', 'Uganda', 'Tanzania', 'United Republic of', 'Burundi', 'Rwanda']",,1,"['CG', 'OD', 'KE', 'UG', 'TZ', 'BY', 'RW']",2016-01-29,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4324_From_20160114_to_20160129/DFO_4324_From_20160114_to_20160129.tif,735977,"['SDN', 'KEN', 'COD', 'UGA', 'TZA', 'BDI', 'RWA']"
509,509,14.444781,Monsoonal  Rain,"['MALAYSIA', 'THAILAND', 'BURMA', 'LAOS', 'CAMBODIA', 'VIETNAM', 'SINGAPORE']",100.753436,,5,1.5,0.7,0,4423,2016-12-01,News,3Day,Thailand,"['Myanmar (Burma)', 'Vietnam', 'Malaysia', 'Thailand', 'Cambodia', 'Singapore']",,11,"['MY', 'TH', 'BM', 'LA', 'CB', 'VM', 'SN']",2016-12-07,standard,675.0,,/Users/evelynm/Documents/WCR/3_PhD/1_coding_stuff/x_data/hazards/cloud_to_street_db/DFO_4423_From_20161201_to_20161207/DFO_4423_From_20161201_to_20161207.tif,736299,"['MMR', 'VNM', 'MYS', 'THA', 'KHM', 'SGP']"
